Comment	label
"Chinese girl married to an African foreigner, after marriage pain and cry: ""I can't stand it!"""	0
They are also Yuan Dafa silver dollar, different collections of different value but one heaven and one underground.	2
In 2018, farmers in 4 areas will build houses free of charge, and the special hardship will also subsidize 10000!	2
Li will be released: 27 years old, Huawei's vice president, former Ren Zhengfei's successor, jailed for 7.5 million	2
Starting in 2017, you get 6 points, you get 12 points and you lose your driver's license.	0
The wife whom he had refused to disclose for many years was her, and admired his vision.	0
Li Xiaolu empty of PGONE related micro blog action response jia Ni Liang? netizens just wishful thinking!	2
Dinner this way, than do not eat leaner fast faster, and more health, but many people do not know!	2
How credible is the trustworthiness of Cao Cao's 72 termites? Experts reveal the remains of Cao Cao	1
Regular cross-legging is a chronic suicide? Stilling is bad enough to affect the spine.	0
Russia announced the world five-generation fighters ranked, Su-57 in the first place, the F-20 ranking let foreign media do not understand!	2
"Network transmission ""King Glory"" employee end-of-life 100 monthly salary, the official response to complete heart."	0
An anaconda was dug up by a digger on the construction site and he was caught before the anaconda could escape.	0
How many people have the five bad habits in the kitchen? Every one of them is a health hazard!	2
How to judge the quality of a used car engine, how to save fuel	2
Clear shots, a major incident at the harbin airport, how many looters were captured by the armed police.	0
If the Chinese Football Association wants to host the World Cup in 2030, the national soccer team wants to play in the World Cup.	2
Huawei disrumors going into blocs of mobile phone messages, digital currency market rumors why do not stop at the wisdom of the wise?	2
Has there been a terrorist incident at harbin airport?	2
The list of the dirtiest fruits is out! You can't eat on the list? The netizens have a big hole in their brain.	2
The Ministry of Civil Affairs carries out various kinds of cooperation projects, investment financing, charitable and philanthropic activities, etc.	2
One or two ginger, one or two garlic, a kilo of white wine, a medlar of wolfberry, and more than a bullwhip.	0
Spoon love life: white hair does not need to dye, when washing with two drops of it, three days of hair quickly darkening!	2
"NASA announced that a living alien who was being interrogated kept saying ""Mom"""	2
Stop transmission! The Xicheng high-speed railway opens on November 30 is expired information!	2
Go up the hill to find this kind of wild fruit to how much money to do not sell, give the child to eat can take vitamin	0
"""Singer"" director Hong Tao quit, netizen: The program is not next season!"	2
Health, food, barbecue, no coke.	2
Don't say Han Hong is not gay, even though we still like her!	2
The show's never-ending surprise! Shum suddenly fainted on the show! Terrified Sheena! Out of control!	2
Millet 7 out of the real spy: this fingerprint identification in the back!	2
a map of the qing dynasty in 2018 for reference.	0
Extra Exposing Violence Episode III to extend Jumbo Plan to 2019	2
Five or six years old hemorrhoids are hard to cure! The secret recipe is simple and effective.	2
"""Earthquake warning Shanxi"" Zheng Heavy Industry Zheng Heavy Industry Zheng Heavy Industry Zheng Sheng statement: all rumors are pure rumors"	2
The summer air conditioning is good, the electricity-saving mode that is not known, can make you save half of the electricity bill every month	0
the tragic story behind wang fei 's pregnancy and miscarriage of tse ting - feng' s cry behind a generation of diva	2
China's richest 10 powerful women, each worth tens of billions of dollars!	0
The primary school students self-made the new type of perpetual motion machine, use magnet to drive the generator to generate electricity, can light a lamp bulb!	2
2018 Bao Chao Asia Link Forum concludes smoothly	2
At the Boao Forum Summit, Ma's latest speech: How do you think of the United States as a nation with a million losing its job?	0
At a red light intersection, the green light crossed the stop line to the zebra crossing, the fire broke out, the green light changed again, this is a red light?	2
chinese life, thyroid cancer has to be paid 5 centimeters before it can be paid for.	2
Daily stick to it, it is safer than laser dispelling and whitening!	0
China mobile phone market sales list: Lenovo 10th, millet fifth, the first is it!	2
Wang Sicong gives up the net red fierce chase Meng Huateng daughter, the two person airport hand-holding, indeed commercial marriage!	1
"""Big coat"" Zhu Gen Zhu at the scene takes off the overcoat, in the Wenhua attentively takes care of, what happened between them!"	0
Earth suddenly stops rotating for 5 seconds, human extinction! Earth is no longer the Earth!	2
Luo Yonghao's domain name forgot to pay the fee, t.tt hung up	2
< i > On February 1, 7 am, < / i > < i > Beijing Red Door was on fire. < / i >	0
The golden coin of the realm of the ancient coins - Guangxu Gold Bao Double Longevity Character Coinage! Its value is inestimable	2
The countryside gives 350 million red packets a year, each household is 300 thousand! How much is your annual bonus?	0
Who is to blame for being bitten by a stray dog?	2
Zhu Zuowen officially announced his exit from the music scene and sang the song while crying in Mandarin, for a man?	2
tomato carrots on the list of anti-cancer vegetables	0
Anyone who can make money on a freelance job has this characteristic.	0
How to bring up the flowers in 2018: the way to cash out the cash flow	0
"""White Bleach KTV husband and wife dispute case""? Rumors!"	2
liu shi-shih is very pregnant. wu qi-lung is very happy.	0
Toyota's new medium-sized SUV 2. 0T + 8AT sells for $120,000?	2
2018 National Rural Subsidy Subsidy, covering 30 provinces, totaling 92.9 billion!	2
Water pollution causing freshwater fish pollution?	2
WHO classified age 65 as a youth	2
The Wi-Fi signal full latency is slow. Enter these numbers and instantly increase your speed by five times.	0
traditional chinese medicine recommends reducing fat and adding weight loss method to help you lose weight, perfect body weight, and light weight.	2
Central Bank of Chongqing Municipal Management Department: Effective May 1, Close Enclosed Magnetic Stripe Transactions	2
Revealing the gap of the actress's family: liu yifi's penthouse is over 100 years old zhao liying comes from the countryside	2
Aiye White vinegar cure, eradicate the pain of waist and leg pain good, 20 years of protrusion of the waist of the disc has been cured.	0
Retired Chinese medical doctor said: The nail on the nail, it may be suffering from diabetes, one look at an accurate.	0
Did Hulina Jazhan split up? Naza's first talk about Zhang Han Sentence to the heart of all the women of the earth	0
Domestic chip strongest dragon head strong return, reorganization succeeds in net profit jumped 751%, next week soared into demon	2
Poor guys start a business by raising grass carp. A fish can be sold at a high price, but it is in short supply.	2
the primary school students are not making money, the owners are grateful to donate a 1,000 yuan project book, and the netizens' hot discussions are rewarded with kindness.	0
Zhang Cechi has the entire inheritance of Xian Xian, in spite of Wang Fei's facial expression, Xie Yanfeng remains silent.	2
"""You didn't eat a lot of salt in your crotch!"" So I had to give my baby salt?"	2
"Take off the ""junk food"" hat, can you eat it with ease?"	2
Women have bags under the eyes to beat uric acid? Plenty of kitchen cheap, less than half a month to smooth under the eyes pouch	0
The revelation of Zhang's new love affair is not TSE Tse-feng, nor Cheng Guan-hsi, but he Menghuai.	2
Crow's mad! Lionel Messer's golden boot speeded up, Nani Jr.	2
collapse of a shop in kunshan city 's people' s road	2
Baking soda to make your teeth white.	2
Strawberries are dyed too? When you wash them, the water turns red.	2
Pregnancy, eating bird's nest, high IQ after birth, white skin.	2
A 60-year-old man has cancer after quitting smoking? Do you think quitting smoking causes lung cancer? Listen to what the experts say.	0
A good day has come for the farmers, and from next year the countryside will be thoroughly smashed.	0
"""Master Wuxin 3"" to start shooting! Zhang Ruozhi returns to Xu Yue Yi Ziro happiness!"	0
A picture reveals the buddha's current situation, suspected breakup? netizen: can still believe in love?	0
yang zi and huang shengyi are having a second child and they are also having a bad marriage	2
